latitude,longitude,elevation,slope,aspect,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_48h,rainfall_72h,antecedent_rainfall_3d,soil_moisture,temperature,humidity,distance_to_road_m,distance_to_river_m,historical_landslide_density,distance_to_previous_landslide_m,landslide_occurrence
26.09391,91.80219,87.4,5.1,310.2,26.8,65.7,128.9,173.2,245.7,308.1,120.8,0.831,28.0,82.6,75.1,407.7,0.4,598.3,1
26.05696,91.89637,80.5,36.3,305.5,24.7,47.5,71.0,115.2,166.3,265.2,92.7,0.707,25.3,82.1,58.3,325.8,0.756,1541.9,1
26.07817,91.79592,88.3,11.7,248.2,1.3,6.5,14.3,16.0,25.8,29.2,11.6,0.24,31.3,74.9,91.3,508.3,0.369,2711.3,0
25.32869,91.45041,1167.9,37.4,142.9,11.0,65.2,113.6,140.9,227.0,262.9,103.5,0.829,19.2,82.0,170.8,206.6,0.878,1169.9,1
25.23627,91.8202,1550.7,36.2,43.7,1.1,2.8,4.9,6.6,25.5,41.9,12.2,0.223,23.3,65.4,104.7,234.8,0.898,1186.2,0
25.51869,91.8794,1580.0,27.2,291.0,7.7,52.5,69.8,110.3,161.7,192.2,76.7,0.723,15.0,82.7,95.3,924.1,0.68,88.8,1
25.58114,91.91595,1591.8,36.5,149.1,24.2,34.5,69.2,99.7,168.3,251.0,87.0,0.709,15.0,92.6,43.8,704.0,0.613,116.5,1
25.64425,91.92069,1345.6,38.7,337.6,26.8,37.3,71.0,116.0,206.6,240.0,91.9,0.657,20.2,80.7,207.9,212.6,0.663,53.0,1
25.61571,91.87188,1452.8,34.4,334.4,3.4,5.0,9.0,12.6,24.9,43.6,13.7,0.15,14.0,74.6,172.7,495.6,0.513,1271.1,0
23.73531,92.70376,1146.3,40.6,293.3,40.0,79.7,113.0,166.5,205.2,251.5,104.1,0.883,17.7,86.9,79.9,553.6,0.944,683.6,1
23.76434,92.72134,883.1,47.5,41.7,2.4,9.5,20.6,29.4,40.1,63.3,22.6,0.458,17.3,93.1,41.9,309.0,0.895,197.7,0
23.72566,92.69756,1084.8,43.7,324.5,2.3,3.8,6.9,9.2,12.9,17.0,6.5,0.388,18.8,84.6,39.5,302.4,0.891,293.3,1
23.83053,92.70375,1365.8,43.4,59.1,0.9,4.4,12.8,14.3,18.2,42.8,13.2,0.232,16.5,48.9,69.9,258.5,0.784,814.2,0
23.69616,92.74156,1081.3,36.1,276.7,1.4,7.2,19.8,24.2,29.9,46.3,17.1,0.537,17.3,90.5,244.7,693.3,0.601,2472.0,0
11.54262,76.13849,1056.9,44.0,254.4,5.6,16.8,27.8,31.2,34.2,34.8,16.6,0.258,21.7,46.3,49.0,162.7,0.906,147.6,0
10.07042,77.06918,1520.9,47.5,237.5,1.8,19.6,21.6,35.7,53.0,81.7,28.8,0.483,13.1,82.4,52.2,239.2,0.712,3685.6,0
26.03598,91.8039,36.1,15.9,185.6,3.8,7.3,11.1,16.3,27.3,41.4,14.3,0.409,19.5,96.8,59.4,126.5,0.348,809.9,0
26.06115,91.83074,116.2,16.4,211.9,0.1,0.3,0.8,1.0,18.7,38.8,9.8,0.208,24.6,71.4,123.4,474.3,0.507,436.2,0
26.01369,91.89034,188.7,32.6,226.7,0.7,2.5,4.3,5.1,23.8,47.9,13.0,0.19,31.1,70.7,69.0,316.6,0.667,145.5,1
26.08435,91.79159,30.0,16.1,201.7,25.4,49.3,144.3,183.0,246.0,333.9,128.0,0.98,19.7,94.7,154.2,563.2,0.327,723.0,0
25.29912,91.57107,1206.7,37.3,259.9,0.8,3.2,5.9,9.6,20.9,28.2,9.6,0.202,24.7,54.5,40.6,101.2,0.99,736.0,0
25.29998,91.71517,1686.3,38.1,267.6,1.9,4.8,9.6,11.6,21.9,43.1,13.1,0.185,18.6,52.8,141.3,179.3,0.783,115.6,0
25.55804,91.90592,1446.0,29.8,253.8,1.1,1.7,3.0,5.0,7.6,10.3,3.8,0.4,19.3,81.7,42.9,623.4,0.534,922.8,0
25.55533,91.94396,1547.4,32.7,99.0,7.9,40.5,80.1,110.2,150.5,185.0,74.1,0.657,18.7,96.9,50.5,479.3,0.64,1204.9,1
25.63277,91.92567,1268.2,41.5,352.5,1.1,2.2,2.6,4.0,16.5,18.7,6.2,0.236,20.7,47.1,48.9,319.0,0.829,1246.2,0
25.57803,91.8717,1654.1,27.2,161.2,4.8,45.9,52.5,85.4,104.9,134.5,54.5,0.648,18.4,83.8,52.5,564.3,0.665,20.0,0
23.73779,92.6914,1173.2,46.4,188.3,2.3,5.5,9.4,13.0,17.5,18.0,7.9,0.191,17.9,51.2,28.7,251.5,0.979,20.0,0
23.81476,92.63826,985.7,46.0,24.6,2.4,9.4,11.1,18.3,28.0,32.6,13.0,0.468,22.4,91.3,14.2,185.6,0.884,602.1,0
23.74084,92.77338,1016.2,52.0,49.3,0.9,3.4,8.3,9.6,24.4,44.2,13.2,0.179,18.0,74.4,149.7,353.9,0.652,1500.3,0
23.75816,92.67467,1238.6,41.1,260.2,10.8,39.4,86.5,111.5,162.2,247.6,88.0,0.66,19.6,94.8,28.4,241.0,0.626,715.3,1
23.72156,92.73328,904.0,32.9,83.6,1.9,5.6,15.2,18.1,30.4,33.4,13.3,0.282,19.3,68.2,43.8,480.5,0.828,109.8,0
11.57664,76.15624,1039.1,34.3,332.4,12.1,42.9,82.9,105.7,180.0,254.3,90.0,0.694,18.2,84.4,165.0,232.0,0.743,78.5,1
10.07453,77.10082,1419.5,32.6,152.9,3.3,15.6,38.3,46.8,71.6,95.7,35.7,0.537,17.7,92.7,88.2,317.1,0.79,383.6,0
26.02778,91.81985,57.0,27.6,58.2,6.3,33.1,62.3,74.0,127.5,196.0,66.7,0.622,24.1,84.8,122.7,230.6,0.448,149.7,1
26.09976,91.84887,32.4,33.5,168.0,3.9,9.3,15.3,26.6,40.7,51.8,19.8,0.442,22.6,82.0,29.1,446.1,0.505,3432.2,0
26.03965,91.90478,167.4,30.5,349.2,3.7,6.9,12.7,15.1,27.0,36.4,13.0,0.284,32.8,69.7,335.2,359.4,0.722,1094.2,0
26.11295,91.77602,30.0,18.7,332.7,32.8,103.9,218.4,282.9,441.5,600.0,220.7,0.98,21.2,97.8,79.3,481.2,0.205,678.4,1
25.26971,91.61672,998.1,27.3,355.8,11.3,23.6,40.3,59.3,105.0,130.5,48.5,0.492,15.9,85.2,75.6,763.9,0.874,338.6,0
25.29578,91.7064,1481.9,21.9,165.8,6.5,12.7,13.5,22.4,35.3,37.3,15.5,0.25,22.7,66.0,115.1,117.5,0.721,80.0,0
25.60375,91.91609,1432.8,38.4,72.0,1.1,2.5,3.7,4.3,5.6,25.2,6.5,0.189,21.9,61.4,260.1,653.0,0.569,1400.2,0
25.47533,91.89294,1415.0,41.7,28.0,1.3,3.5,8.4,10.4,12.8,17.0,6.8,0.368,13.7,96.4,131.2,329.9,0.581,1104.3,0
25.62964,91.9522,1501.0,37.2,176.2,3.2,7.7,11.3,15.0,22.8,36.1,12.5,0.455,15.6,82.3,46.5,322.1,0.821,495.6,0
25.54319,91.88855,1487.6,13.5,207.6,0.1,0.6,0.9,1.3,9.1,21.2,5.4,0.164,22.4,65.7,98.3,591.1,0.61,2320.3,0
23.76199,92.67342,995.5,53.3,186.3,1.0,3.4,7.7,10.5,10.9,20.4,7.3,0.16,18.3,74.4,47.0,266.2,0.953,95.1,0
23.73174,92.71895,888.3,37.6,284.8,10.4,27.9,58.4,94.5,139.9,187.7,70.4,0.518,16.9,93.7,379.3,375.6,0.857,220.0,1
23.73906,92.72761,1174.4,52.0,254.0,0.5,1.7,2.4,3.5,7.7,18.9,5.3,0.174,21.4,69.9,175.4,337.2,0.706,176.8,0
23.77482,92.75571,1190.7,44.6,48.3,49.9,150.0,220.0,315.3,450.0,520.8,212.2,0.98,19.4,86.8,338.6,344.2,0.664,2462.5,1
23.70388,92.74077,1026.5,45.3,155.8,56.5,150.0,208.8,320.0,450.0,600.0,229.0,0.98,18.0,94.9,340.2,448.8,0.591,2685.5,1
11.51105,76.0564,799.1,46.6,193.3,0.1,0.3,0.4,0.5,13.0,21.9,5.8,0.165,27.3,54.2,85.8,93.0,0.85,835.4,0
10.05339,77.06184,1597.3,48.6,282.6,13.1,59.7,108.1,131.7,188.5,282.8,101.7,0.72,16.9,90.5,23.2,723.1,0.815,85.1,1
26.08865,91.78269,30.0,18.9,36.4,5.9,13.5,16.4,24.7,29.9,36.2,15.2,0.296,27.8,64.2,84.2,203.2,0.479,81.2,1
26.04014,91.89305,256.5,34.1,99.9,10.3,33.3,59.4,81.4,143.3,214.9,73.6,0.588,20.3,81.8,117.2,533.7,0.501,1747.6,0
26.06141,91.89334,256.4,35.4,260.3,14.2,61.1,84.2,116.6,191.6,262.6,95.0,0.789,25.6,83.9,117.4,529.6,0.775,364.2,1
26.1636,91.74847,30.0,14.9,59.6,15.1,35.5,74.3,116.8,172.1,220.4,84.7,0.731,19.7,80.1,122.0,636.8,0.453,1199.3,0
25.24455,91.51206,1159.7,34.4,115.7,19.1,30.5,74.8,114.8,189.7,243.3,90.6,0.719,20.1,84.4,129.4,291.6,0.967,284.8,1
25.2988,91.73145,1520.7,28.8,245.8,15.0,48.5,75.3,98.2,154.1,187.6,72.6,0.644,14.1,84.7,142.4,301.8,0.89,369.9,1
25.55305,91.88735,1545.5,26.5,44.0,0.8,1.4,4.0,5.0,7.8,9.6,3.7,0.512,21.2,82.2,32.0,609.5,0.604,209.5,0
25.62577,91.92588,1518.8,42.8,342.3,18.4,43.7,66.9,110.4,191.7,241.9,89.6,0.687,16.1,83.2,57.2,324.3,0.634,45.8,1
25.63202,91.91588,1256.5,43.4,117.1,10.0,23.9,39.9,63.0,112.4,142.4,52.3,0.577,15.6,94.8,78.7,332.4,0.761,1197.8,1
25.58291,91.85561,1644.5,29.0,74.3,0.6,2.7,6.0,8.4,14.0,16.4,6.4,0.419,17.4,86.5,62.7,438.7,0.595,1498.7,0
23.74124,92.70562,1096.3,53.2,250.7,37.2,114.4,128.4,220.4,327.0,486.5,174.1,0.956,16.3,87.1,74.6,1042.5,0.969,110.5,1
23.72743,92.69241,872.2,55.2,76.9,21.0,112.8,131.1,235.3,335.4,402.4,161.1,0.936,17.9,86.7,53.2,203.6,0.95,292.4,1
23.76319,92.76424,976.6,36.3,53.9,1.7,8.3,15.1,21.2,31.7,47.9,17.0,0.566,16.7,86.2,55.1,425.1,0.73,249.2,1
23.81307,92.74948,1269.5,38.4,307.1,14.2,38.3,65.0,85.1,147.1,193.8,70.5,0.713,15.1,92.0,78.3,214.5,0.809,531.5,1
23.73966,92.6673,1038.7,30.0,60.3,0.4,2.1,4.1,4.7,22.4,22.8,7.7,0.28,21.5,46.2,175.6,689.1,0.695,684.2,0
11.57044,76.14733,976.5,39.3,348.4,0.3,0.6,0.9,1.2,13.5,15.2,4.6,0.228,22.8,51.4,79.5,510.7,0.727,421.4,0
10.05512,77.10106,1555.3,45.1,192.1,13.5,47.9,62.5,109.7,166.6,259.2,90.4,0.664,19.2,92.3,30.5,227.6,0.872,1092.1,1
26.04149,91.80299,82.0,17.0,42.8,28.3,80.3,121.2,148.1,208.2,332.9,117.0,0.746,23.0,81.1,66.7,203.3,0.511,266.4,1
26.10954,91.81888,45.2,22.9,184.1,10.8,58.8,135.2,164.9,209.6,270.3,108.0,0.841,22.4,95.0,19.5,729.9,0.62,2277.5,1
26.14387,91.85688,225.8,39.2,292.3,14.2,31.1,34.4,57.6,75.3,105.8,40.2,0.611,23.2,83.3,270.5,432.7,0.761,372.8,0
26.14664,91.81648,91.7,22.4,197.6,3.7,13.9,27.4,42.7,60.4,80.9,30.7,0.522,22.8,88.0,140.5,663.8,0.559,508.1,0
25.36307,91.54822,1018.1,40.0,353.3,45.8,97.9,166.2,280.7,399.3,585.9,213.3,0.98,17.0,90.4,68.3,112.2,0.938,2124.5,1
25.24219,91.72395,1494.8,35.9,96.7,28.5,95.9,132.2,179.2,303.0,437.5,153.6,0.728,15.1,88.7,126.8,148.7,0.807,20.0,1
25.52792,91.88385,1459.4,22.1,38.3,4.1,14.2,31.5,45.0,54.2,60.4,26.5,0.292,19.2,68.2,111.7,701.2,0.662,2747.1,0
25.55346,91.90994,1469.3,24.0,209.4,16.0,20.6,49.4,66.1,81.1,95.6,40.5,0.522,14.7,80.4,35.1,444.8,0.66,959.5,1
25.60445,91.94884,1421.2,28.8,235.4,1.4,15.7,17.2,27.8,46.8,55.3,21.3,0.242,20.6,48.4,111.8,623.3,0.921,843.5,0
25.62917,91.83148,1537.5,20.4,213.5,1.4,2.8,5.6,6.8,8.4,11.8,4.6,0.36,21.7,95.0,138.5,644.3,0.609,288.3,0
23.7759,92.80327,998.9,47.5,312.5,0.3,1.7,2.9,4.1,23.8,36.8,10.6,0.154,18.4,56.9,155.9,232.7,0.987,243.1,0
23.74659,92.69958,853.8,40.8,195.1,23.9,49.0,65.1,108.3,142.2,222.9,80.4,0.671,19.1,85.6,97.5,424.5,0.86,279.3,1
23.75002,92.77233,974.4,36.1,257.8,10.3,17.8,46.5,60.5,80.1,107.8,41.7,0.485,20.9,86.9,128.0,716.9,0.678,318.5,0
23.78057,92.70843,1169.2,29.7,98.1,15.9,45.5,82.6,134.6,183.0,218.3,88.9,0.752,17.4,83.4,124.9,239.1,0.742,786.0,1
23.73634,92.71525,943.7,33.5,62.1,45.2,82.2,113.2,191.0,332.4,408.4,153.1,0.814,15.1,88.1,149.9,633.0,0.777,402.5,1
11.56582,76.14267,913.5,45.0,328.2,10.9,64.1,97.2,158.4,241.0,367.8,129.3,0.77,22.8,89.7,244.7,493.0,0.987,396.9,1
10.04188,77.05344,1632.4,42.0,37.2,8.3,19.3,26.9,42.5,68.1,106.8,36.7,0.44,13.6,90.3,34.5,368.2,0.808,752.2,0
26.13101,91.75468,30.0,14.5,291.6,3.3,6.8,11.5,17.4,24.7,44.7,14.9,0.232,28.1,70.6,53.6,141.2,0.443,1246.3,0
26.07474,91.87695,30.0,21.3,146.2,0.1,0.2,0.3,0.3,0.4,19.2,3.9,0.221,33.0,68.6,74.9,641.8,0.555,181.1,0
26.02902,91.87393,352.3,34.3,28.6,5.0,8.9,21.5,29.1,37.9,44.7,18.5,0.492,18.0,96.0,19.5,309.1,0.693,602.4,0
26.08795,91.70238,30.0,15.9,233.7,0.5,0.7,1.4,2.0,2.8,7.0,2.1,0.184,28.4,47.3,317.0,716.8,0.445,1289.5,0
25.28065,91.5616,1060.7,45.4,118.3,18.7,66.9,108.5,177.7,254.7,349.2,130.9,0.887,21.0,87.1,129.6,119.8,0.839,302.3,1
25.29278,91.7768,1589.5,34.1,287.9,16.4,48.0,62.8,110.2,178.9,249.5,89.8,0.583,17.3,90.7,32.2,120.0,0.779,290.8,1
25.61259,91.87575,1516.5,27.9,167.6,0.7,2.2,3.2,4.9,22.4,39.6,11.2,0.121,22.6,46.0,335.9,850.5,0.553,795.8,0
25.53645,91.8733,1350.2,33.0,340.0,9.8,32.7,46.7,70.4,123.7,147.5,56.0,0.648,15.3,84.1,105.5,346.9,0.657,1260.9,1
25.66634,91.92506,1150.9,52.6,334.0,31.2,71.6,108.6,130.4,209.0,306.4,108.3,0.848,17.7,97.8,51.9,211.1,0.768,2408.9,0
25.61256,91.86595,1412.6,15.3,94.6,14.2,27.0,49.2,60.3,98.3,118.8,45.6,0.511,16.5,92.7,139.3,750.7,0.684,26.2,0
23.79328,92.78457,1136.1,45.3,293.1,0.3,1.5,1.9,2.6,17.0,35.4,9.3,0.109,25.0,64.7,89.8,235.7,0.846,3382.8,0
23.79939,92.72053,947.6,53.2,349.9,2.8,8.5,21.0,33.8,45.3,60.7,23.4,0.37,16.1,90.0,32.3,158.0,0.89,410.1,1
23.70564,92.72758,1003.9,32.8,152.3,62.7,138.9,179.4,252.6,428.5,600.0,213.4,0.98,15.2,82.1,34.1,588.2,0.645,716.0,1
23.80258,92.77261,1250.2,38.0,314.0,7.3,41.8,69.9,93.3,159.5,237.4,82.1,0.741,15.4,92.4,72.5,276.8,0.814,678.2,1
23.78822,92.74275,1179.5,44.6,161.8,0.8,2.1,3.6,5.0,8.2,10.8,4.0,0.423,20.2,84.0,40.9,392.4,0.615,198.5,0
11.49349,76.13547,882.2,39.2,272.9,6.5,12.4,18.1,23.0,25.6,44.3,16.0,0.333,22.5,46.6,96.1,143.8,0.818,20.0,0
10.0358,77.09902,1283.8,41.7,358.1,36.3,51.2,93.7,151.6,193.7,305.1,110.7,0.74,20.2,89.0,63.5,227.5,0.89,497.3,1
26.04797,91.78226,97.5,17.2,68.2,37.7,84.7,94.6,162.9,209.5,322.1,117.9,0.749,20.8,89.2,88.1,157.1,0.517,102.1,0
26.1091,91.77432,77.9,24.2,152.9,13.6,36.4,53.6,74.9,120.5,189.5,64.9,0.571,18.3,88.1,167.6,371.0,0.611,332.5,0
26.08926,91.90628,150.1,26.4,343.7,6.7,11.8,32.3,46.5,57.4,91.3,33.3,0.514,25.2,81.6,86.8,493.3,0.773,1156.4,0
26.05881,91.78939,70.8,22.3,204.8,3.6,3.6,8.4,11.9,17.6,25.4,9.2,0.246,27.9,47.5,168.3,577.3,0.323,409.7,0
25.34305,91.60464,1157.9,39.1,327.1,1.2,13.3,16.7,22.5,38.5,42.3,16.8,0.195,20.1,53.7,35.5,330.8,0.926,171.5,0
25.22768,91.80592,1478.7,34.2,89.0,1.0,1.9,3.8,5.1,6.5,7.6,3.2,0.194,14.0,49.1,123.1,852.2,0.791,339.0,0
25.63123,91.88891,1409.1,28.6,100.5,6.9,14.0,25.6,36.1,46.5,56.4,23.2,0.503,17.4,81.7,38.9,855.4,0.401,444.2,1
25.58409,91.92908,1553.4,31.0,287.5,19.8,72.6,121.7,172.6,274.8,381.3,138.3,0.892,15.1,96.3,44.5,369.5,0.6,456.4,1
25.7136,91.93324,1355.1,41.2,53.1,5.9,13.9,32.1,42.6,69.6,108.0,37.1,0.436,15.5,87.0,22.0,205.4,0.944,695.8,1
25.60799,91.94542,1508.1,41.2,255.6,2.1,6.8,11.4,14.4,23.6,36.9,12.6,0.441,13.8,80.9,57.6,433.2,0.534,773.1,0
23.75638,92.77127,1127.2,46.7,25.3,0.9,4.8,7.9,9.6,18.2,44.0,12.5,0.193,20.0,47.8,36.9,260.9,1.0,1248.9,0
23.68332,92.694,1115.7,45.9,126.3,13.7,23.8,38.3,56.0,74.7,107.8,40.2,0.483,21.1,80.5,193.5,211.9,0.991,749.7,0
23.71489,92.79744,1098.7,36.2,274.3,3.3,11.0,27.5,32.9,46.9,54.1,22.1,0.45,17.4,81.9,28.5,434.9,0.66,1564.7,0
23.74034,92.73485,1356.4,46.4,26.3,16.1,48.6,99.4,178.6,316.3,466.9,160.7,0.817,17.8,92.5,47.9,196.5,0.767,589.8,1
23.71532,92.73311,1160.6,40.6,63.6,10.8,40.5,50.2,90.5,112.1,133.9,56.1,0.69,17.3,96.0,47.5,518.1,0.589,458.1,1
11.58527,76.1396,851.7,32.3,69.0,0.0,0.1,0.2,0.2,12.0,18.7,5.0,0.172,23.1,69.7,76.7,716.8,0.977,820.3,0
9.98576,77.11567,1476.4,44.9,347.1,22.4,48.0,116.7,144.2,225.6,259.4,103.3,0.731,19.7,85.8,50.6,359.2,0.984,87.9,0
26.05466,91.75991,119.0,24.5,39.3,0.7,2.7,3.8,5.0,8.2,11.4,4.1,0.495,22.4,93.2,72.4,174.2,0.5,1528.0,0
26.00483,91.84382,203.0,24.2,67.3,26.3,35.7,90.8,131.6,171.7,208.4,85.2,0.722,18.7,89.3,21.5,932.3,0.477,253.2,1
25.99183,91.88469,106.6,41.3,273.2,4.3,31.9,50.4,70.0,98.7,144.9,52.8,0.533,16.8,89.2,95.9,441.8,0.939,197.0,1
26.11941,91.7445,162.0,19.5,61.0,4.8,8.6,15.3,17.9,18.2,21.4,9.7,0.25,23.9,47.1,114.9,496.0,0.461,199.8,0
25.28334,91.61712,1186.0,41.9,27.8,28.6,41.9,80.0,116.4,192.3,289.7,100.5,0.605,18.0,88.3,123.6,99.1,0.813,680.5,1
25.27864,91.67569,1451.6,32.1,206.3,0.4,1.0,1.8,2.7,10.8,31.8,8.0,0.191,24.1,49.1,96.6,258.6,0.863,329.5,0
25.61149,91.90703,1585.2,34.3,253.7,15.1,85.9,137.3,165.7,295.9,465.3,155.8,0.871,16.9,83.2,143.3,879.0,0.458,2047.5,1
25.54862,91.91296,1473.6,40.9,294.2,1.0,1.2,2.2,3.5,12.2,37.0,9.3,0.243,20.8,66.9,38.8,766.0,0.65,439.0,0
25.57218,91.89027,1235.2,33.9,176.0,2.3,4.1,6.8,8.4,21.8,35.3,10.9,0.187,20.5,70.8,128.3,232.2,0.816,957.1,1
25.62679,91.90215,1528.9,36.0,55.9,6.6,20.4,27.1,45.7,59.9,74.4,30.0,0.476,15.1,87.1,119.9,496.4,0.609,114.5,1
23.77741,92.7712,1008.3,53.0,106.9,1.9,3.7,7.9,9.7,16.3,24.5,8.5,0.363,17.3,88.9,201.0,251.7,0.946,2323.4,0
23.80496,92.7514,1030.7,54.1,151.9,2.9,6.4,7.5,11.9,13.0,37.1,11.1,0.241,17.9,58.3,11.8,156.2,0.931,432.0,0
23.7956,92.72107,1152.3,34.6,145.8,1.5,9.8,23.6,27.8,34.6,37.4,16.5,0.302,21.5,59.8,38.5,462.2,0.817,524.2,1
23.81603,92.67561,1167.7,47.2,279.2,0.4,4.5,5.3,8.5,10.8,29.0,8.6,0.154,25.1,72.0,87.0,214.9,0.713,96.0,1
23.66149,92.68151,975.5,46.6,219.6,0.3,2.5,3.7,5.0,7.7,9.3,3.6,0.429,18.6,91.4,41.2,391.3,0.502,421.2,0
11.55012,76.07894,737.9,35.1,125.1,21.9,43.2,84.3,112.8,158.5,205.2,79.5,0.627,18.9,95.0,69.3,166.7,0.879,481.4,0
10.12305,77.07626,1335.6,41.8,70.2,21.9,31.5,49.8,87.6,150.0,239.5,80.4,0.548,18.4,91.3,216.4,215.5,0.845,924.0,0
26.08915,91.77,87.3,31.1,27.9,0.2,0.8,1.2,1.5,9.1,10.5,3.3,0.195,27.1,48.2,66.9,151.0,0.35,373.6,0
26.03612,91.87032,122.0,14.9,270.6,0.2,1.3,2.7,4.0,17.8,45.0,11.6,0.213,24.6,46.9,48.0,643.8,0.53,237.8,0
26.01597,91.82819,100.6,16.5,185.4,21.2,61.4,127.3,150.7,186.3,255.2,99.8,0.75,22.7,91.0,36.9,583.1,0.654,725.1,1
26.06273,91.75775,111.5,11.2,215.9,16.8,30.8,58.3,69.0,106.5,143.6,53.2,0.464,19.1,87.2,109.1,683.2,0.411,1669.9,0
25.25916,91.56354,1030.3,46.5,94.7,7.0,11.2,20.7,31.8,56.9,78.9,27.8,0.461,17.4,88.7,28.5,178.1,1.0,239.1,0
25.25564,91.74228,1502.9,27.8,358.1,1.4,4.5,7.1,8.1,27.9,39.8,12.4,0.19,19.9,53.2,146.9,397.5,0.833,970.4,0
25.6372,91.90236,1467.9,35.0,243.8,2.1,2.9,5.5,7.7,23.2,38.0,11.5,0.193,23.5,56.1,187.7,643.6,0.434,364.1,0
25.56802,91.88281,1547.9,36.5,66.4,14.3,68.6,80.1,144.2,196.2,258.8,100.2,0.841,16.7,91.5,62.8,373.2,0.796,2014.8,1
25.66583,91.92006,1245.4,37.1,174.3,15.5,54.8,78.9,133.4,203.2,247.0,96.4,0.835,19.7,87.0,63.2,502.7,0.815,122.8,1
25.59332,91.89495,1607.5,20.6,188.9,25.4,36.6,79.7,122.0,202.1,319.2,108.4,0.692,19.4,83.4,166.7,570.7,0.516,208.6,1
23.73423,92.69613,1057.1,45.4,358.0,10.9,40.8,60.4,90.6,122.6,163.0,63.0,0.688,20.0,89.6,96.4,884.5,0.892,1902.5,0
23.76642,92.71813,882.5,44.2,219.5,12.0,41.3,64.7,77.9,138.9,167.5,63.0,0.521,20.3,89.7,11.5,159.6,0.827,1418.0,0
23.78315,92.72973,1121.3,46.7,153.9,8.5,19.8,29.7,37.0,57.5,76.8,28.5,0.547,18.2,85.4,35.9,322.8,0.742,490.5,1
23.80303,92.72817,1082.4,41.7,352.0,14.6,43.7,131.1,162.2,279.2,380.4,136.4,0.872,21.5,93.3,39.6,182.6,0.754,458.9,1
23.72528,92.74651,996.0,45.4,266.3,0.7,2.3,4.5,5.9,8.6,10.6,4.2,0.35,19.2,97.5,64.6,750.6,0.598,824.6,0
11.53125,76.07439,907.6,40.7,47.2,16.7,45.3,70.4,113.2,175.9,237.4,87.7,0.662,13.8,80.3,94.1,151.3,0.816,20.0,1
10.06331,77.00633,1361.5,42.1,249.3,14.8,47.7,66.8,105.8,153.1,224.9,81.5,0.703,17.5,93.3,78.5,536.6,0.916,167.1,1
26.13417,91.81614,30.0,21.3,213.7,14.7,62.9,85.1,121.5,192.9,240.0,91.6,0.67,24.6,83.8,84.6,177.4,0.431,185.2,1
26.02997,91.86936,124.0,12.1,41.2,0.6,0.9,1.3,2.2,16.9,34.8,9.1,0.136,22.8,47.2,237.0,452.2,0.43,373.7,0
26.02701,91.8788,104.3,26.7,211.0,0.3,2.0,3.3,5.0,18.1,18.9,6.6,0.131,26.8,53.3,79.1,298.3,0.606,2433.3,0
26.09705,91.7993,144.5,16.8,241.1,20.0,45.4,61.3,86.3,130.0,165.0,63.3,0.612,23.3,82.3,105.4,420.4,0.632,338.0,1
25.30119,91.56758,1112.8,44.9,72.4,15.3,35.5,47.5,67.5,106.5,142.5,52.7,0.649,17.0,87.8,114.5,167.2,0.893,1244.2,1
25.27875,91.71968,1545.5,28.3,193.1,14.8,72.8,146.9,181.6,291.2,445.2,154.5,0.878,16.1,93.6,134.4,173.8,0.874,1176.6,1
25.60111,91.88323,1637.7,23.0,183.9,25.0,57.6,89.9,119.8,205.2,322.7,109.0,0.581,12.8,87.2,125.6,707.9,0.636,159.6,1
25.52186,91.93377,1479.8,43.2,202.6,8.5,17.4,40.1,53.3,94.7,141.7,48.5,0.526,16.9,80.6,119.2,586.0,0.71,886.5,1
25.6488,91.93359,1189.8,31.3,232.5,38.6,42.3,133.2,161.3,252.5,382.1,133.9,0.757,16.6,95.6,50.9,304.7,0.614,20.0,1
25.64952,91.90603,1548.2,18.2,160.3,27.2,63.6,87.4,154.5,254.2,312.1,118.7,0.784,15.6,95.6,48.1,411.9,0.527,830.6,1
23.71614,92.75194,1140.1,46.5,131.5,7.9,11.7,37.7,45.5,68.8,80.5,32.1,0.61,16.7,87.1,106.7,315.2,0.932,281.4,1
23.75644,92.70135,1002.3,42.5,214.3,8.3,56.6,88.2,126.7,162.4,255.1,92.6,0.736,17.6,84.1,69.8,170.5,1.0,322.1,1
23.71479,92.63702,1114.9,30.4,150.4,0.2,0.4,0.8,1.2,3.4,16.6,3.9,0.177,18.7,64.3,263.1,334.8,0.649,996.8,0
23.8135,92.73484,1265.6,40.6,234.4,0.7,3.0,4.3,5.2,7.5,11.1,4.0,0.155,24.0,46.1,19.9,250.1,0.763,724.0,0
23.69219,92.70956,865.4,46.7,155.2,1.5,5.9,8.0,11.4,14.0,28.2,9.3,0.16,21.1,71.1,64.1,454.6,0.76,4427.7,0
11.57029,76.14541,837.5,43.9,202.5,18.8,40.6,74.7,121.8,152.6,186.2,76.9,0.743,21.6,80.8,53.2,213.3,0.957,872.2,0
10.07032,76.99088,1387.2,47.0,3.5,5.0,12.6,26.8,34.0,56.4,68.3,26.1,0.495,20.2,81.0,71.8,326.3,0.829,1273.0,1
26.06871,91.74121,30.0,17.0,298.8,0.4,1.2,1.5,2.1,4.1,17.9,4.4,0.234,20.3,58.2,46.4,887.3,0.325,4369.0,0
26.1505,91.848,174.5,18.9,97.8,17.8,68.1,132.1,157.3,252.1,331.0,122.9,0.761,21.7,82.3,65.3,509.0,0.556,1665.6,0
